epoch,lr,step,train_loss
0,9.999999747378752e-05,49,0.9921014904975891
0,9.999999747378752e-05,99,0.008565491065382957
0,9.999999747378752e-05,149,0.00849171169102192
0,9.999999747378752e-05,199,0.006774327717721462
0,9.999999747378752e-05,249,0.005782519932836294
0,9.999999747378752e-05,299,0.00528004951775074
0,9.999999747378752e-05,349,0.7620366215705872
0,9.999999747378752e-05,399,1.3904898166656494
0,9.999999747378752e-05,449,0.13630153238773346
0,9.999999747378752e-05,499,0.02124701626598835
0,9.999999747378752e-05,549,0.003035212168470025
0,9.999999747378752e-05,599,0.0028425361961126328
0,9.999999747378752e-05,649,0.09017578512430191
0,9.999999747378752e-05,699,0.0021951552480459213
0,9.999999747378752e-05,749,0.5452356338500977
0,9.999999747378752e-05,799,0.004859891254454851
0,9.999999747378752e-05,849,0.0016338105779141188
0,9.999999747378752e-05,899,1.4795644283294678
0,9.999999747378752e-05,949,0.0014787443215027452
0,9.999999747378752e-05,999,0.001292283064685762
0,9.999999747378752e-05,1049,0.001245108898729086
0,9.999999747378752e-05,1099,0.0011854497715830803
0,9.999999747378752e-05,1149,0.0010892300633713603
0,9.999999747378752e-05,1199,0.001230788417160511
0,9.999999747378752e-05,1249,0.0009660134091973305
0,9.999999747378752e-05,1299,0.07195547223091125
0,9.999999747378752e-05,1349,0.0009145188960246742
0,9.999999747378752e-05,1399,0.0007893447764217854
0,9.999999747378752e-05,1449,0.0007164688431657851
0,9.999999747378752e-05,1499,0.0006937862490303814
0,9.999999747378752e-05,1549,0.0007066889083944261
0,9.999999747378752e-05,1599,0.0008328084368258715
0,9.999999747378752e-05,1649,0.0008375303586944938
0,9.999999747378752e-05,1699,0.0006216026959009469
0,9.999999747378752e-05,1749,0.0006329313619062304
0,9.999999747378752e-05,1799,0.0005421008681878448
0,9.999999747378752e-05,1849,0.0005438344087451696
0,9.999999747378752e-05,1899,0.0005045238649472594
0,9.999999747378752e-05,1949,0.28987228870391846
0,9.999999747378752e-05,1999,0.0018536244751885533
0,9.999999747378752e-05,2049,0.0004969876608811319
0,9.999999747378752e-05,2099,0.0005186215275898576
0,9.999999747378752e-05,2149,0.0010073216399177909
0,9.999999747378752e-05,2199,0.0004664190346375108
0,9.999999747378752e-05,2249,0.0004684389568865299
0,9.999999747378752e-05,2299,0.00047425832599401474
0,9.999999747378752e-05,2349,0.00045623473124578595
0,9.999999747378752e-05,2399,0.0020601311698555946
0,9.999999747378752e-05,2449,0.00044780081952922046
0,9.999999747378752e-05,2499,0.0004831776022911072
0,9.999999747378752e-05,2549,0.00040590434218756855
0,9.999999747378752e-05,2599,0.000589512987062335
0,9.999999747378752e-05,2649,0.0004158969095442444
0,9.999999747378752e-05,2699,0.0004198128590360284
0,9.999999747378752e-05,2749,0.00034225621493533254
0,9.999999747378752e-05,2799,0.0003242389939259738
0,9.999999747378752e-05,2849,0.0005055434885434806
0,9.999999747378752e-05,2899,0.00032991249463520944
0,9.999999747378752e-05,2949,0.0003758194507099688
0,9.999999747378752e-05,2999,0.00038688050699420273
0,9.999999747378752e-05,3049,0.0003122255438938737
0,9.999999747378752e-05,3099,0.0005512160714715719
0,9.999999747378752e-05,3149,0.0003412154910620302
0,9.999999747378752e-05,3199,0.00031704839784651995
0,9.999999747378752e-05,3249,0.00039747939445078373
0,9.999999747378752e-05,3299,0.0003093581472057849
0,9.999999747378752e-05,3349,0.00031672779005020857
0,9.999999747378752e-05,3399,0.00040239683585241437
0,9.999999747378752e-05,3449,0.00028528712573461235
0,9.999999747378752e-05,3499,0.0002860052336473018
0,9.999999747378752e-05,3549,0.0003522111219353974
0,9.999999747378752e-05,3599,0.0003787157475017011
0,9.999999747378752e-05,3649,0.0002726791426539421
0,9.999999747378752e-05,3699,0.00028875385760329664
0,9.999999747378752e-05,3749,0.0002573009696789086
0,9.999999747378752e-05,3799,0.00025677657686173916
0,9.999999747378752e-05,3849,0.0005315124290063977
0,9.999999747378752e-05,3899,0.0008646302740089595
0,9.999999747378752e-05,3949,0.00026420102221891284
